Project_ID,Area_Type,Built_Up_Area_sqft,Floors,Wall_Thickness_inches,Roof_Type,Soil_Type,Paint_Type,Flooring,Construction_Quality,Cement_Required_bags,Sand_Required_m3,Aggregate_Required_m3,Steel_Required_kg,Bricks_Required_units,Paint_Required_litres,Total_Material_Cost_INR,Labour_Cost_INR,Total_Construction_Cost_INR
P0329,Urban,1199,1,6.0,Slab Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,516,30.0,22.1,4439,11380,598,4653450,3103088,7756538
P0330,Urban,1705,3,9.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,725,40.6,29.5,6443,14899,637,8961480,5654389,14615869
P0331,Urban,1161,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,442,31.1,22.0,4408,9602,431,4743995,3138413,7882408
P0332,Semi-Urban,996,1,6.0,RCC Flat Roof,Soft,Distemper,Mosaic,Basic,421,21.9,19.4,4005,8491,463,2944257,1838487,4782744
P0333,Urban,1619,1,9.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,706,37.1,27.3,6270,13442,760,6974837,4602930,11577767
P0334,Urban,1452,1,9.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,608,33.5,24.5,6306,13486,649,7242278,4591330,11833608
P0335,Semi-Urban,1765,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,672,39.8,31.4,7751,15133,704,8276682,6322280,14598962
P0336,Urban,1683,2,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,754,45.5,29.5,7542,13791,665,6094282,4091826,10186108
P0337,Urban,951,1,6.0,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,417,24.0,18.1,3812,7726,387,2891310,2037061,4928371
P0338,Urban,1413,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,622,38.6,23.7,5063,13351,560,4311040,2791455,7102495
P0339,Urban,1198,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,526,32.7,20.9,5065,10342,480,4279086,3206180,7485266
P0340,Urban,1596,1,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,628,44.2,27.2,6330,12936,567,6978768,4594052,11572820
P0341,Urban,1367,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,529,35.6,24.8,5885,13192,656,4391450,3117255,7508705
P0342,Semi-Urban,1341,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,560,33.2,26.5,5596,10902,563,4174989,3093260,7268249
P0343,Urban,1683,3,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Granite,Premium,662,43.1,30.9,6775,15881,735,7573468,4703859,12277327
P0344,Urban,1290,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,557,30.5,23.0,4628,11387,596,4275146,2831099,7106245
P0345,Rural,1304,1,6.0,Slab Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,575,29.2,25.4,4993,11252,556,4486393,2791497,7277890
P0346,Urban,1228,1,6.0,RCC Flat Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,551,30.4,18.8,4620,10894,458,4535252,2816978,7352230
P0347,Semi-Urban,1393,2,9.0,Slab Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,583,31.6,21.8,5613,11893,491,4385469,2882818,7268287
P0348,Urban,1577,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,609,35.0,27.6,6466,12813,722,7446156,5530227,12976383
P0349,Semi-Urban,1277,2,9.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,491,35.3,24.0,5309,12320,570,4933903,3047993,7981896
P0350,Semi-Urban,1294,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,492,30.0,22.6,5758,11344,535,4777632,3147026,7924658
P0351,Semi-Urban,1278,1,6.0,Slab Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,571,32.8,25.5,5547,10315,573,4212984,3085942,7298926
P0352,Urban,1032,1,4.5,Metal Sheet Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,408,27.9,19.2,4624,8577,396,2450814,1828530,4279344
P0353,Semi-Urban,1226,2,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,485,27.8,20.4,4561,12076,588,4240138,2946768,7186906
P0354,Urban,1723,1,9.0,RCC Sloped Roof,Hard,Royal Emulsion,Italian Marble,Premium,722,43.1,27.1,6792,14935,737,8077713,5495098,13572811
P0355,Urban,1605,2,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Granite,Premium,678,39.2,29.5,5922,15468,589,8274183,5530846,13805029
P0356,Urban,1316,1,6.0,Slab Roof,Hard,Premium Acrylic,Ceramic Tiles,Standard,525,31.9,23.5,5766,13007,606,4378872,3368640,7747512
P0357,Semi-Urban,1490,3,6.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,630,37.1,25.3,6569,12006,693,7401013,4650505,12051518
P0358,Urban,1352,2,6.0,RCC Flat Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,532,30.4,24.4,4809,12635,580,4528656,3022034,7550690
P0359,Urban,1149,2,4.5,RCC Flat Roof,Medium,Distemper,Mosaic,Basic,450,30.8,21.2,4660,10799,473,2513438,1909263,4422701
P0360,Semi-Urban,1333,1,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,580,33.3,26.0,5022,11758,646,4618458,2906213,7524671
P0361,Semi-Urban,1220,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,476,27.3,22.7,4952,10635,574,4584013,3274966,7858979
P0362,Semi-Urban,1427,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,625,36.3,25.7,5741,13911,508,4205644,3100112,7305756
P0363,Semi-Urban,1312,1,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,505,35.1,21.1,5480,12603,569,4685928,3066417,7752345
P0364,Semi-Urban,1271,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,558,34.1,20.8,4759,10745,509,4338967,3016562,7355529
P0365,Urban,1055,2,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,457,23.7,20.2,4143,9697,383,2447617,1770655,4218272
P0366,Urban,1435,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,616,33.1,27.9,5656,11889,666,4835829,3125714,7961543
P0367,Semi-Urban,1087,2,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,455,25.9,16.8,3806,9673,516,2884603,1968862,4853465
P0368,Rural,998,1,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,415,25.6,16.3,3779,9004,470,2413459,1873386,4286845
P0369,Semi-Urban,1629,3,9.0,RCC Sloped Roof,Hard,Lustre Paint,Italian Marble,Premium,676,38.9,30.4,7126,16090,766,8575195,5458694,14033889
P0370,Urban,1581,1,6.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,621,36.2,24.5,6450,14633,639,8366392,5763048,14129440
P0371,Semi-Urban,1409,3,9.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,615,35.3,21.5,5685,13908,619,8575006,5515513,14090519
P0372,Semi-Urban,1473,3,6.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,601,40.6,22.8,5908,14489,715,8347650,6312994,14660644
P0373,Urban,1516,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Granite,Premium,611,41.0,25.1,6075,13344,725,7672914,5422692,13095606
P0374,Urban,1328,1,6.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,511,36.5,26.3,4751,12037,525,4487553,3202270,7689823
P0375,Urban,1555,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,642,35.9,27.1,6537,12532,546,7276703,5613656,12890359
P0376,Urban,1730,3,6.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,715,46.7,32.5,6891,14226,635,8678861,5593413,14272274
P0377,Urban,968,2,6.0,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,422,23.5,18.9,3455,7856,473,2684056,1797532,4481588
P0378,Urban,1403,3,9.0,RCC Flat Roof,Soft,Lustre Paint,Italian Marble,Premium,588,36.0,21.3,5475,13045,637,8241603,5533698,13775301
P0379,Urban,1169,1,4.5,RCC Flat Roof,Hard,Distemper,Ceramic Tiles,Basic,506,27.9,21.0,4720,9363,421,2363688,1729831,4093519
P0380,Semi-Urban,1650,3,9.0,RCC Flat Roof,Soft,Lustre Paint,Italian Marble,Premium,729,42.6,28.2,6258,14437,703,6217139,4517935,10735074
P0381,Rural,1737,2,6.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,684,44.5,26.6,6797,15794,721,8871391,5793996,14665387
P0382,Semi-Urban,1215,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,465,32.6,20.5,5290,11669,488,4675433,3095809,7771242
P0383,Urban,1216,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,520,29.6,20.3,5272,9974,548,4539758,3356523,7896281
P0384,Urban,1103,1,6.0,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,476,27.9,21.0,4918,10572,485,2456726,1710037,4166763
P0385,Urban,1301,1,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,570,30.7,22.4,5253,12134,608,4660356,3323965,7984321
P0386,Semi-Urban,1139,1,6.0,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,498,27.1,19.7,4297,10167,550,2437684,1712926,4150610
P0387,Urban,1744,3,9.0,RCC Flat Roof,Medium,Lustre Paint,Granite,Premium,666,43.6,27.5,6423,15225,723,7180561,4839320,12019881
P0388,Urban,1720,1,9.0,RCC Sloped Roof,Medium,Lustre Paint,Italian Marble,Premium,702,42.6,28.4,6076,15790,737,7222900,5295557,12518457
P0389,Urban,1022,2,6.0,RCC Flat Roof,Medium,Distemper,Mosaic,Basic,391,23.9,19.9,3586,8587,504,2980794,2013799,4994593
P0390,Urban,1007,1,6.0,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,431,23.1,19.1,3837,8714,354,2448575,1618415,4066990
P0391,Urban,1117,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,449,30.9,18.3,4424,10435,418,2812117,1960763,4772880
P0392,Semi-Urban,1414,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,541,36.4,25.6,6209,12741,511,4549966,3316888,7866854
P0393,Semi-Urban,1267,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,546,28.4,24.5,5067,11247,559,4325106,2914152,7239258
P0394,Urban,1135,1,6.0,Metal Sheet Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,469,31.7,21.4,4211,10218,437,2780368,1975864,4756232
P0395,Semi-Urban,1729,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,670,45.9,32.5,7451,16897,673,7946120,5910003,13856123
P0396,Urban,1032,1,4.5,RCC Flat Roof,Hard,Standard Acrylic,Ceramic Tiles,Basic,410,25.2,17.5,4432,9197,387,2456830,1808258,4265088
P0397,Urban,1049,1,4.5,RCC Flat Roof,Hard,Distemper,Mosaic,Basic,430,26.5,20.8,3939,10193,453,2464286,1683167,4147453
P0398,Urban,1252,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,533,30.8,23.9,5515,10315,538,4363568,3198015,7561583
P0399,Urban,1140,1,4.5,RCC Flat Roof,Medium,Standard Acrylic,Mosaic,Basic,483,27.8,18.5,5109,11361,557,2834462,1834084,4668546
P0400,Urban,1147,1,6.0,RCC Flat Roof,Hard,Distemper,Ceramic Tiles,Basic,464,27.4,22.7,4750,9229,475,2950415,1866585,4817000
P0401,Urban,1656,3,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Granite,Premium,724,44.9,32.5,7368,15085,664,6469161,4003619,10472780
P0402,Urban,950,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,369,23.4,15.6,4168,7677,462,2479111,1585141,4064252
P0403,Urban,1327,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,594,34.0,20.7,5070,12918,510,4646013,3143276,7789289
P0404,Urban,1000,1,4.5,Metal Sheet Roof,Hard,Distemper,Ceramic Tiles,Basic,440,27.7,17.6,3852,8468,357,2424180,1783662,4207842
P0405,Semi-Urban,1511,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,639,39.4,28.5,6129,14039,531,7217390,5450693,12668083
P0406,Rural,1096,2,6.0,RCC Flat Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,457,29.7,19.1,4245,9849,478,2328797,1747196,4075993
P0407,Rural,1221,1,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,514,27.5,20.9,4486,12178,530,4614075,3060111,7674186
P0408,Urban,1479,1,9.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,619,39.1,28.2,5366,11886,670,6054670,4419024,10473694
P0409,Semi-Urban,1003,1,4.5,RCC Flat Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,423,24.6,17.3,3765,9679,424,2459630,1690913,4150543
P0410,Urban,1699,1,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,711,42.8,31.7,6040,16608,773,6250527,4658514,10909041
P0411,Urban,1458,1,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,619,32.7,22.8,6043,12654,665,7215288,4943012,12158300
P0412,Urban,1120,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,448,31.3,22.2,4278,11191,534,2774951,1875876,4650827
P0413,Urban,1046,1,6.0,RCC Flat Roof,Medium,Distemper,Mosaic,Basic,400,28.5,18.4,4077,9408,470,2748564,2152882,4901446
P0414,Semi-Urban,1201,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,537,30.7,22.9,4334,10562,481,4424621,3022118,7446739
P0415,Semi-Urban,1412,2,9.0,Slab Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,563,37.8,22.8,5904,12012,681,4202329,2876008,7078337
P0416,Urban,1322,1,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,575,29.5,22.3,5295,12057,607,4199458,3024910,7224368
P0417,Semi-Urban,1540,2,6.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,638,34.2,24.6,6663,14878,606,7917632,5009244,12926876
P0418,Semi-Urban,1632,1,6.0,RCC Flat Roof,Hard,Apex Weather Proof,Granite,Premium,728,39.9,29.9,6470,15114,681,6906969,5182567,12089536
P0419,Urban,1259,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,483,33.9,19.1,4868,11437,468,4553128,2975455,7528583
P0420,Urban,1168,2,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,499,30.6,20.4,4535,9862,553,2486573,1682025,4168598
P0421,Urban,954,2,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,429,22.6,17.5,3507,8739,463,2863616,2080379,4943995
P0422,Semi-Urban,1029,2,6.0,RCC Flat Roof,Medium,Standard Acrylic,Mosaic,Basic,425,22.9,18.7,3653,10138,508,2392839,1795063,4187902
P0423,Semi-Urban,1658,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,717,41.3,29.9,6342,16525,746,5885875,4575469,10461344
P0424,Urban,1203,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,511,27.3,21.0,5035,11498,424,4676355,2946958,7623313
P0425,Urban,1592,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,674,42.5,27.9,6141,13619,710,8457773,5601771,14059544
P0426,Semi-Urban,1226,1,6.0,Slab Roof,Soft,Plastic Emulsion,Ceramic Tiles,Standard,510,29.1,20.0,5430,10230,535,4356438,2985895,7342333
P0427,Semi-Urban,1445,2,6.0,Slab Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,617,35.4,26.7,5554,12361,721,4537397,2961845,7499242
P0428,Semi-Urban,1145,2,4.5,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,461,28.2,18.8,4673,9286,425,2620645,1734644,4355289
P0429,Urban,1273,2,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,521,35.1,22.5,5126,10543,445,4649631,2990143,7639774
P0430,Urban,1489,2,9.0,RCC Flat Roof,Medium,Lustre Paint,Granite,Premium,597,36.9,26.8,5466,14120,588,7898155,5271093,13169248
P0431,Urban,1632,3,9.0,RCC Flat Roof,Medium,Apex Weather Proof,Granite,Premium,684,36.0,25.1,6653,16111,783,8319115,5121472,13440587
P0432,Urban,1192,1,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,480,26.4,19.9,5129,11675,509,2812095,1975834,4787929
P0433,Urban,1189,1,6.0,Slab Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,473,33.0,21.4,5271,9995,442,4816946,3062257,7879203
P0434,Semi-Urban,1543,3,9.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,613,38.6,29.7,5769,13625,682,6438066,4494825,10932891
P0435,Urban,1458,2,9.0,RCC Sloped Roof,Medium,Lustre Paint,Italian Marble,Premium,596,38.4,25.2,6352,14416,583,7012421,4800127,11812548
P0436,Urban,1263,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,554,31.4,21.5,4719,11947,467,4326144,2874324,7200468
P0437,Semi-Urban,1543,1,9.0,RCC Flat Roof,Medium,Lustre Paint,Imported Vitrified Tiles,Premium,641,35.2,27.6,6029,14385,744,6513414,4628943,11142357
P0438,Urban,1133,1,4.5,Metal Sheet Roof,Hard,Distemper,Ceramic Tiles,Basic,431,30.6,17.2,5030,11085,487,2379064,1635450,4014514
P0439,Semi-Urban,1153,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,478,30.4,19.5,5125,10335,502,4502642,2884407,7387049
P0440,Urban,1572,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,660,36.7,25.7,6764,12714,784,5891717,4484292,10376009
P0441,Semi-Urban,1702,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,738,42.0,29.6,7052,13983,707,7403652,4570224,11973876
P0442,Urban,1030,1,6.0,Metal Sheet Roof,Soft,Distemper,Mosaic,Basic,446,26.3,17.2,3875,8491,439,2568521,1747482,4316003
P0443,Urban,1300,2,9.0,RCC Flat Roof,Hard,Premium Acrylic,Ceramic Tiles,Standard,584,34.8,23.8,4999,10845,470,4497159,2978199,7475358
P0444,Semi-Urban,1357,2,9.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,527,33.7,24.4,4791,11602,481,4580198,3246255,7826453
P0445,Semi-Urban,1064,1,4.5,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,405,25.1,20.2,4378,10116,443,2882881,2099770,4982651
P0446,Urban,1042,1,6.0,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,418,23.7,17.1,3865,9284,506,2448020,1875050,4323070
P0447,Semi-Urban,1170,2,4.5,RCC Flat Roof,Hard,Standard Acrylic,Ceramic Tiles,Basic,499,26.1,21.5,5081,10293,501,2737806,1949476,4687282
P0448,Urban,1195,1,6.0,RCC Flat Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,473,29.2,22.9,4454,10813,562,2791698,2011565,4803263
P0449,Semi-Urban,1370,2,9.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,525,33.9,27.0,6011,11240,632,4407862,2837769,7245631
P0450,Urban,1475,1,6.0,RCC Flat Roof,Soft,Royal Emulsion,Imported Vitrified Tiles,Premium,601,35.4,23.9,5871,13427,656,7111152,5246889,12358041
P0451,Rural,1178,1,4.5,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,458,31.0,18.1,4513,10089,510,2517804,1651954,4169758
P0452,Urban,1334,1,6.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,595,35.2,20.4,5848,12973,555,4720164,3210861,7931025
P0453,Rural,1408,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,573,31.4,26.8,5778,11823,597,4553568,2978735,7532303
P0454,Semi-Urban,965,2,4.5,RCC Flat Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,422,24.7,18.3,4332,9030,480,2527571,1972046,4499617
P0455,Urban,1522,3,9.0,RCC Flat Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,618,39.7,23.3,5930,15109,655,6084031,4455234,10539265
P0456,Urban,1415,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,562,35.7,27.1,5098,13988,664,4397751,3305776,7703527
P0457,Semi-Urban,1570,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,606,34.7,29.9,5664,15658,695,7143571,4781222,11924793
P0458,Urban,1268,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,482,29.1,19.5,5700,10876,472,4159268,3081044,7240312
P0459,Rural,1409,1,6.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,610,35.9,26.0,5730,13198,493,7760252,4840548,12600800
P0460,Urban,1745,2,6.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,756,38.6,31.0,6769,15727,758,6963709,5067535,12031244
P0461,Urban,1457,3,6.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,653,38.7,24.9,5106,12568,625,7919417,5747591,13667008
P0462,Urban,1208,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,520,29.9,22.3,4662,11277,430,4342445,3100319,7442764
P0463,Semi-Urban,1371,1,9.0,RCC Flat Roof,Soft,Plastic Emulsion,Ceramic Tiles,Standard,579,36.7,21.2,5050,13047,484,4752129,3050876,7803005
P0464,Urban,1382,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,596,34.6,23.6,5387,11129,553,4736396,2920722,7657118
P0465,Semi-Urban,1063,2,4.5,Metal Sheet Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,436,28.4,16.4,4274,10282,504,2672819,1656558,4329377
P0466,Semi-Urban,1255,1,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,506,30.8,22.0,4990,10719,444,4298037,2909733,7207770
P0467,Urban,1710,1,6.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,714,44.9,27.5,7135,16088,741,7059418,4433942,11493360
P0468,Urban,1018,2,6.0,Metal Sheet Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,419,27.2,19.5,4127,8510,427,2581813,1595308,4177121
P0469,Semi-Urban,1507,3,6.0,RCC Flat Roof,Soft,Apex Weather Proof,Italian Marble,Premium,653,40.7,25.2,6618,13474,646,8714357,5341455,14055812
P0470,Semi-Urban,1029,1,6.0,Metal Sheet Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,399,23.6,17.7,4009,9762,449,2544168,1817601,4361769
P0471,Urban,1626,1,9.0,RCC Flat Roof,Medium,Lustre Paint,Imported Vitrified Tiles,Premium,681,42.3,30.1,6164,14537,802,6747342,4386843,11134185
P0472,Rural,1064,2,6.0,RCC Flat Roof,Medium,Standard Acrylic,Mosaic,Basic,441,29.4,19.1,4296,9479,405,2658961,2087292,4746253
P0473,Urban,1437,2,9.0,RCC Sloped Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,635,34.4,22.7,6101,12583,604,7501862,5046753,12548615
P0474,Rural,1135,1,4.5,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,477,25.4,21.9,5063,9640,473,2480557,1938529,4419086
P0475,Semi-Urban,1432,1,9.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,630,32.5,27.1,5976,11785,650,4348214,3065711,7413925
P0476,Rural,1134,1,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,473,29.3,22.4,4083,9772,500,2558866,1582744,4141610
P0477,Urban,1671,2,6.0,RCC Sloped Roof,Medium,Lustre Paint,Granite,Premium,711,46.3,25.1,6262,16468,818,6100364,4012381,10112745
P0478,Semi-Urban,1225,1,9.0,Slab Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,494,30.1,19.2,4314,11929,530,4230235,2861247,7091482
P0479,Rural,1072,2,4.5,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,456,28.2,19.8,4094,9116,528,2870905,1794214,4665119
P0480,Urban,1328,2,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,553,32.3,24.0,5934,10876,542,4585287,3260906,7846193
P0481,Urban,1241,1,9.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,541,32.2,21.1,4980,11921,503,4171772,2980402,7152174
P0482,Urban,1198,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,524,27.6,23.3,4979,11696,506,4689565,3225019,7914584
P0483,Rural,1404,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,540,36.6,22.3,5397,11404,548,4788176,3111732,7899908
P0484,Semi-Urban,1198,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,467,31.7,21.6,4978,9604,585,4072778,3148748,7221526
P0485,Urban,1431,2,9.0,Slab Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,551,35.7,22.6,5537,12390,591,4399418,3003293,7402711
P0486,Rural,1179,2,4.5,RCC Flat Roof,Hard,Standard Acrylic,Ceramic Tiles,Basic,489,31.9,17.8,4839,10085,565,2535651,1858833,4394484
P0487,Semi-Urban,1677,3,9.0,RCC Sloped Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,696,45.8,28.2,6504,14818,724,7931861,5439236,13371097
P0488,Urban,1703,1,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,716,41.3,29.4,6875,14317,635,7065878,4464126,11530004
P0489,Urban,1136,2,6.0,Metal Sheet Roof,Hard,Distemper,Ceramic Tiles,Basic,433,25.4,18.3,4558,10328,403,2515872,1896220,4412092
P0490,Urban,1030,1,4.5,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,415,26.3,17.1,3694,8699,389,2690584,1903356,4593940
P0491,Semi-Urban,1305,2,9.0,Slab Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,580,35.2,21.7,4877,11125,555,4392009,2871796,7263805
P0492,Urban,1250,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Ceramic Tiles,Standard,520,32.7,24.3,4994,10783,578,4051288,3016507,7067795
P0493,Urban,1411,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,615,35.4,28.1,5335,12644,588,8127872,6200763,14328635
